clean_text,labels
nirav modi k liye uk court k defend khud ek congres ka neta kr rha he yahi dikhata he congres ki sachai bjp government to uske against london court me case lr rahi he jise use wapas la sake wahi congres suporter he nirav modi ka tbhi to ipl ka head bna diya tha chor ko,0
"hme reservation nhi chahiye pr sc st m jo log labh le chuke h unhe dobara labh nhi milna chahiye , sc st k kamjor logo ko labh mile",0
manoj shukla jaise chutiye teacheron ko to padane ka adhikar nhi h sir apne manoj shukla ko bahut badiya tarike se dhoya,0
modi ki jarurat hai desh ko ab action karne ki jarurat hai enko desh nikala jaye,0
"is tarah ke pagal teacher ko turant vidai diya jaye , aur naye teacher ko niyukt kare",0
"wah lawde landekar ke chode , tum logo ka bap lalu kyo nahi justice dilaya",0
aur jo hamare upar jati ka thapa laga diye ho uska kya krun salo tumlog jatiwad band kar do ham reservation khatm kar denge,0
haq par voh hae jo sabke liye avaz uthae ek ke liye narmi dosre ke liye garmi yeh insanyat nahi hoti najaiz kam jiske sath ho sab ke liye avaz uthao aor har bat bina dekhe sab nahi mante,0
ye sala kam dimag ka teacher h muge lagta h aps ka teacher lag rha ye chutia jaega tabhi new generation sudherega,0
ye na to kisan hai aur na hi asli sarar hai ye sirf khalistani hai jinko apne gururo ke vani ka bhi nhi pata kaise vo apne dharm ke liye,1
sachai ko bataya hai isi bhai ne aisa hi hua hai kanhaiyalal ke sath hamari hi kami thi aur hai jo jihad ham per sawar hai,0
dekh lijiye bhai ye to halat h humare teachers ki jo nam age doctor laga rahe h ab or isko 1 lakh chahe ye sab padhane k liye,0
modi ne kya galat bola hai masjid se nikalkar pathar to muslims marte hain mandir se nikalkar hindu nahin,1
apki video ki starting dekhke behad dukh hua budh ki dharti me itne ghor jatiwadi budh hi desh ko bana sakte the par humne brahman dharam ko chuma jo shoshan aur dwesh sikhata he,1
ham bhi to kisan he a tiket ji kisan ke nam pe pesa bana a ga or tiket ki bato me mat ana jai kisan jai javan,0
army lover tum republic tv or ze news dekhi usme dikhayega jarur vaise army lover likh lene bas se rastrabhakti sabit nhi ho jayegibjp b deshbhakti ke nam par am admi ki aisi taisi kar rhi hai manhgai garebi hidu muslim dekh ke pareshan nhi karti,0
nech soch k shikhshak hain yar ye to jab tak aisi soch hogi tab tak apne desh k log apas me ladte rhenge in maters pe,0
sale abhi toh kaun sa desh main rehta hi joe isco mitai gaya hindustan main rocker hindustan ko mitai ga musalman ko hindu mithai ga,1
"ye koyi garib log nhi hain , sb amir hain desh ko piche le jane ki koshish hai taki videshi takat india ko apne kabje me rakh sake",0
"bjp ka kuta hai sab , jab 70 farmar movement karte huye mar gaye , tab iye sab chuhe bil me chupe the",0
"hamesha daliton par atyachar hota raha hai aur hota rahega , atyachar karne walon ke sirf chehre badalte hain , hamesha arakshan khatm karne ki bat hoti hai , jisdin jati khatm ho jayegi , usdin arakshan ki jarurat nahin rahegi",0
sahi bat bhai in mulo ko bhago yha se sale har mint me ek mula 10 15 pile paida krna chahta h bhikari,1
"lalan top best youtube chanel , supar bhaiyaji ap to baind baja diye baklol doctor ka wah bhaiya wah thanks",0
sabki jimedari kya yogi aur modi ne le rakhi hai ham khud kya kar rhe hain agar jaichando ko khtm kr diya jaye aur ham bhi apne dharm ke prati vafadar ho jaye to modi aur yogi ko kuch karne ki jarurat hi nahi hai,0
agar hamare govt ne itna development kiya hai to vote kyun nahi mangte apne development par hamesha religion card hi kyun khela jata hai,0
aurangzeb ke karya to hindu samaj ke dilon mein khanjar ki tarah utar gaye inko to ab guru maf karega na chela jay shri ram waheguru ki khalsa waheguru ki fateh,0
jo log problem face kar chuke hai unke dwara batayi gayi ap beti hai ise bhi jhoth batane ka prayas ho raha hai,0
"ye mazar pul ke niche banya ja sakta tha , upar kaise a gaya , harami congres aur uske chamche",1
ye sb politics ki vjh se hai kyoki neta log hindu muslim ko aps me ldane ka kam krty hai or khud mje lety hai gharo me beth k,0
mamata begam bangla deshi muslim hain to rohgiya bangala deshi muslim atnkwadi khalistani muslim ko to didi hi parsand ayegi,1
chotiya kisi aur ko bana profile mein apne bap alah ko kyu lagaya hai number de apna,1
ye con h bhan ka lora iski ma chodu ye hindistaniyu ko mitayega abhi hindu ka gusa nhi dekha gar me gus kar marege madhr chod,0
"hamara sanatani bharat hindu ram hay to shik laxman , budhist krisna hay to jain arjun hay , sab milke hamara sanatani parampara hay , hum bharat mata ka putra hay",0
kya mtlb chamar nhi likh skta chamar brahman baniya thakur sab ek hai homosapien pata nhi kab smjh me ayegi ye bat logo ko,0
or ye bta sikh regiment gorkha regiment or bhi jh lekin muslim regiment nhi h sirf 230 muslim h foj me,0
bacha jo keh raha hai bilkul sahi satik dhurt manoj munstir ko sabak sikhaye bina chodenge nahigadaro ki sub film boycot karo,0
to jaise tumhare logo me bhadkane wale nhi h mtlb samne wala hi galt hai kisan galt soch rha bjp sahi hai musalman galt soch rha dalit galat soch rha agniver wale galt soch rhe bs duniya me ek ye hi log hoshiyar paida hua h mtlb,0
abe harami sudarsan chanel wake harami kyoto tu muslims no mitane ki kid is large ak sabd kya bola harami had i tu sail ladle we said ladle teri garmin sana air denge,0
manoj shukla tumse ye umid nahin the jitna kamaya utna miti me mila diya apna nam shame on you,0
mandir maszid dhata to bhi koi dikat na thi lakin wo tumhara margdarsak to desh toden ki bat kara tha to tang diya or jisne tanga tum unko dobara le aye punjab m is not true,0
yah molna galt bol rhe h ine aise byn nhi dena chaiye hm log sab ek h yr phele to hu sab hindustsni hain,0
hindu log dar rha hai kahi sab ke sab hindu log christian na ban jaye bol ke,0
ye sale ko apna neta jal se jaldi chun lena chahye nahi to bharat me jindgi barba ho jajega,0
are bahi hamare hen du rasta me badha mat dalo bhai vakil sab jo bol rhe vahi karo,0
to kyu tumlog harare muslim desh ja rahe ho jese qatar saudi uae kuwait tumlogo vahana jakar aram se rehte ho agar muslim nehi pasand tho jao nepal ya bhutan,1
ye pm itna kiun apne ap ko gira raha waqe me anpadh apni asliyat dikhata hai,0
"jo bhagwan ko nahi jante , te miratu loke bhubhibhar bhuta , manusy rupen miragsiy charanti ,",0
"pani toh mujhe bhi mere mohalewale bachpan mein nahin peme dete the , bolte the apne ghar jake piyo par mein toh brahmin hun matlab brahmino ke sath bhi bhed bhav hota hai humare liye kanon lao koi pani pilane koama kare to us pe brahmino ke sath chua chut ka arop laga ke jail mein dal do",0
yeh hindu rastra nhi ban payega ab tu chusliam ka raj huga hindu ab apne karma ka phal bhukto,1
ye gadar hai aur hamesha rahenge jo kah lo inke liye sabse pahle inka islam bhi kuch aur uske liye ye kitn agur sakte hai ki ap soch bhi nhi sakte,1
chutiypa hai 101 sal ke bete ka bap coaching kar raha hai aur ye uske ghom ghom ke shadi bhi kar li wah kya chutiypa hai,0
tumlog ag lgate h ranvir sena j tum bol rhe h tumhe pta h kitne ranvir sena k ghar ujra tab ranvir sena bna,0
arab ne bola hai hindustan ke musalman converted hai woh hamare gulam aur hai woh hamshe barabri na kare,1
"ye kitni ghatiya bat hai ki unko ek am insan jaisi izat pane ke liye ias , ips bana padega lekin savarno ko ye izat janm se hi milti hai yahi hai samajik samanta",0
riwaj to yeh bhi hai ki sare savran mugulo ka apni beti dege wo riwaj bhi apnata kyu nahi jodha bai koi thi jisne akbar se shadi ki or gori khan kon hai jisne sharukhan se shadi ki or pbhi udhran hai mere pas muglo ki olado tum ek bap ki nahi 10 bap ki ekloti olad ho,1
ap bhai atakbad or france par bolo bjp or rs ny france or pakistan me roj roj bum bisfot,0
logo ko sharm kiyun nahi ati 10 ghulam rahna ka bad bhi khud ko bahadur kahta hain,0
"dharm sansad main bhi kanon banane ki mang kiya ja raha hai , koi kanon pas nahin ho raha hai agar kanon banega toh sansad main banega dharm sansad main nahin baise hi caste system khatam hoga toh sansad se hi hoga dharm sansad se nahin",0
hmne toh yahi kaha dono katate the na kavi mc ne barmeshwar k ghar pe hmla ki na mc k upar ranver ne dono ne nihatho ko hi kata,0
"inki jaison pr ye case lagte hai jaise ki gangester act , atrocities act aur last me encounter ho jata hai aise logo ka",0
ye propaganda hota rahta he samaj ko todne ke liye or political motivated news chalate he log,0
jativad hindu dharm ke dharm granthon se hi ata hai yakin na ho to jakar padh lena,0
hindu hone ke bad ap kisi ko force nahi kar sakte h ki jai shre ram bolo or jo glt hai h glt aese ko fasi do or nupur shrma par sc ka fesla bhi aya sun lo,0
uncle ne sahi bat kahi hum bhi ramlela hum bhi dekhane jaye the abhi nhi muslim ko dekhate hi ab bolate ye katuye kha se agye esiliye hum logo g ab nhi janate,0
"are population kiski jyada h data dekho bakwas na karo thik h , 85 percent logo k liye 50 percent arakshan aur 10 percent k sath 40 percent seats bhi almost tumhi logo ka hota h , ab kya sab tumhe hi chahiye",0
acha tu sambandh bana rahi hai or tujhe pata hi nhi wo hindu h ya muslim wah,0
a sale tuni anpadh rs bjp ke chamche chatukar andhbhakt tu bhi mara jaega thoda soch samajh ke bolakar kahi agle din tera number na ajaye jay bhim,0
ram ne sita mata ka tyag usi din kar diya tha jab sita ma ka apharan hua tha yudh to sirf apne raghuvansh kul ke ijat bachane ke liye hui thi actualy ye bat sita ma ko tyagne se pehle shri ram ne hi kaha tha,0
bhai mai ek muslim hu mera in sab danga se koi lena dena nahi hai lakin bataur bhartiye nagrik bol raha hu chahe koi sarkar ajaye cong bjp sp bsp ap ya phir aimim sabko vote se kam hai aur kuch nahi public bewkuf hai,0
hath kab uthaya law ko us ladke ne toda bina permision ke udhar ake video bana raha tha law ke age koi nehi bhai law ko mano sab bure logo ko saza milega,0
yea sala maulana nahi hai kuta hai randi ka jana desh droh hai isey khada kar key goli mar deni chaiea,1
itna bada chuya maine aj tak nhi dekha bhoka kisi layak nhi shikshak k nam pe kalank h or sari degre uski kisi kam ki nhi itna padh likh k bhi anpadh reh gaya shayad paise se degre kharedi h,0
bina jane kisi dharm k bare m nhi bol sakte tum logon k pas media k takat h bol kbkuch bji bologe,0
duniya ka sabse ghatiya dharm hai hindu dharm isiliye dalito babasaheb ki bat mano babasaheb ko padho aur budhist bano,1
khawab acha hai lekin tumhe afsos hoga ki ye kabhi hakikat nahi hoyegi isliye ye faltu ke khawab dekhna chor kar insaniyat ko apna lo bewaja desh ko barbad karo phir dekhte rehna hindi rashtra ki barbadi,0
jo yha peso ka gurur dikha rha h ye to pka h tu nanga h or usl me tu feka hua khata h or tu ek npunsk h,0
dalit log ko abhi v samajh me nahi a rha hai jo apni ghalti bar bar dohraye ja rhe hai are bha chua chot ek apnap me ek bimari hai,1
jai jai jai shri ram ji lage raho bhai gulam kamjor nirlaj hinduon ko jagao deshdrohi jaichand bampanthi jihadion gadaraon ko nanga karo nehi to bhabhishya andhakar dikhai deta hai,1
are bhai kal to merse ek banda keh rha tha ki tina dabi ne upsc arakshan se top karliya bhenchod itne anpadh log ha ye inhe arakshan ka mtpb bhi nhi pta chutiyw,0
chal nikl tere jaise nech logo k muh nhi lagna khud k dhram k bre m pta nhi chal dete coment karne ja apne bhai aur pap ke sath rahakar khush rahe,0
sanjaydas das shaitan k bacho ko kya samjhme ayega chamtkarbas bhok na at he asaram k bacho,0
salo ko tark de kr answer nhi de pa rha hai sale ko yad dilao se phle kaun kiska sosan kr rha tha,0
shabaz patni teri didi ka raj jane vala he ab hindu rastra banake rahegha tu bangladeshi gush petiya ab bangladesh jayegha ya 72 hur ke pash jana he,1
ahamadtalwar ki nok par tumahre amao ne saya khol diya tha pta nhi hai ky talwar ki nok pr topi pahn li ja apna dna krawa pta chl jyaga tu hindu niklga smjha okat m rahkr bt kar,1
proved present government tanasahi h and hindu ajkal muslim ko dekh kar thora thora yeah log ko izat dene laga barna aj bhi india 1940 me ji rha h,0
bihar main y sab ho raha hoga liken beta utarakhand main mat ana yaha dalit kat dete apni life to barbad hogi hi teri zindgi hi khatam kar denge tum salo ko 1818 ka war yad nahi h na,1
ye log mardhor hote hai samane rahata to goli mar denge hindustan mitane wale ko mitadenge,1
bharot ke prodhan montri tum logo ka thika le rakha he kia midi ji kin chup he,0
"ajib hal h yar , ye sawal mujse kyu puch rahe ho ye sawal toh us waqt gujrat k cm aur baki k oficial se honi chahiye dusri bat , madam ji lagta h ap bharat se nahi h ya bharat se koson dur rehti h , ab duniya ko v bhanak lag chuki h ki gujrat me dange kaise hue aur kinki wajah se hue",0
bahi yaha koi dharmshala hai yha koi bhi aye yha pe rahe bhai tuje jana padega aur tum logo ko nikalege nahi nikle toh pichvada lal jarege bahut lut liya ab nahi,1
es video se meri aky khol di utub pe bohot se video dikate hai ye log bolte hai phone par akhi prayer me thik hote hai magr yasa hua nahi mene bohot bar yasa kiya hai phone karnekebad bolte hai ky ap panjab aoge,0
1 karod jansankhya ke liye rojgar nahi hai ab jansakhya awr bad jayega to berojgari awr badhegi,0
are bewakufo logo iran egyptian syrian iraq saudi pakistan afghanistan bangaldeshi ye sab islami mulk ban gaye tabhi bhi tum logo ko aqal nahi ayi,1
kisi ke nam se ap ke pet main kyu dard ho rha hai ap log tou prabhu yash ka aur jayada perchar kar rhe ho ap ko prabhu ashish de,0
is puri documentry mai ib ke oficer ki bat nahi hui ankit ji wo is dange ko rokna chahta tha kyoki ye sirf ek tarfa hi dikhaya gaya hai kyoki mera ghar bhi wahi hai police ki team per humla hua wo nahi dikhaya sonia ghandhi ki bhashan nahi dikhaya,0
mule tu kis liye aya hai sab jante hain sab ka elaj hoga ye naya bharat hai,1
jab tak des duniya se atank balatkar lutmar atyachar abadi baraho bhrastachar hinsa danga fasad muftkhori baimani gadari desdrohi mokaparast gohatya ashlilta bharat tere tukre honge rohingyao danavta ko nahi mitate aman chen santi nahi mil sakti manavta insaneat ko jinda rakhne ke lia in sabka samul nas jaruri hai,1
guru nahi guru ghantal he ye teacher hote hue manuwadi soch rakhta he ye bacho ko kya shi yan deta hoga chutiya sala,0
"bhai you are right i am not against you but jo log sc , st ya obc se belong karte hain aur achi khasi unki income around aur use jyada vo iska fayda utha rhe hai aur ese dalit ya sc , st aur obc ke log piche rh rhe hain vo galat h",0
"kapil mishra ne karay dange delhi me , ab aur nuksan hoga , kashmir filas kai mulko me ban kar diya kya kar liya tumhare aba ne",0
salute hai sir apko khud ek brahman hokar itni kadvi sachai bolna himat ki bat hai,0
wo patrkar nhi lag rhi aur tu insan nhi lag rha ye chiteri hain bas jinko koi kam kaj nhi a jate muh utha kr inko gnte ka pta kuch nhi chl kya rha hai,0
dowaha no bhej dena pul kr pas a jana bhagwan parshuram ki ksm jinda laut gya to pura jindagi gulami krenge,0
sale ase logo ke wajah se ham sab ko sunana padta maro sale ko agar asa he to sala dhoka diya he usko saja milana chahiye agar pta hone ke bad bhi shadi ki to iska matlab dono love karte the,0
"man gaye , anchor sabargument me aur fansa dala agar aise log teacher ho , tab tak ane wali pedhi jat ka bhed bhao karenge shame on him and hats of to anchor",0
sahi bat actualy india me andhbhakt jyda hai unka kam hi hai atankwadiyon ki poja karna,1
"desh ka durbhagya hai aise dr ki degre liye baithe hai , lekin hai naqli log ghatiyalog",0
"jago , jago hinduo , abhi nahin to kabhi nahin congres mukt bharat hona jaruri hai bharat sanatan hindu rashtr ghoshit hona chahiejai yogi , jai modi ji jai shri ram har har mahadev akhileshudin tonti chor ko jail me dalo",1
e hindu bhaio ko samajh na chahiye ye yogi modi inka kuch nehi kar sakte ab hume kar dikhane ki jarurat haiapne andar jo arya ki khun hai usko jagaoaur in gidaroki nar sanghar karab to mat karo gandhi ki bate jis hindu ki khun na khola wo bekar jawani hai,1
hatao arakshan mandir se mandir worship ki jagah hai personal property nahi jo mahan admi he ghusaga,0
vo chodo tum apne ghr me he dekho kya tumare mumy bhangi smaj se ane wale kese bhi persion ke hath ka ya uske sath baith kr khana kha skte hai,1
"reservation hatao desh bachao , caste k nam pr reservation lekr obc aur sc st raja hogye hn ab general ki halat toh general dabe ki bogey k jse hogyi hai",0
"scst samaj pahle avarna yani out of varna system tha , anteja , untouchable aur ati shudra yeh sabh nam scst samaj ke the",0
40 muslimo ko kya tahir nai mara tha or tahir tabhi sai jakl mai hai lar faijan ko marnai valai police valo ko abhi tak saja nahi kapil mishra abhj bhi naftat faila raha hai,0
4th bachon ko kuch katwana nhi padega to uske liye jakar thora padh le jahil insan k khatna karwane k scientific kya kya fayde hai jo aj se 140 sal pehle humare rasol bra k chale gaye,0
"muda kisan andolan nhi hai , muda to yeh hai ki hindu dharm ka dunia bhar me danka baj rha hai , inko yhi dikat hai modi se , kisan andolan to bhana hai",0
hm sabki apni choice h or fon use krne ka natija h west ko folow kr k apna den kharab karna chahte h khair alah sabko hidayat de or sirate mustaqim par chalae,0
wo kam tumhara tha hamara nahi bramhano ke gao ke gao kat gye lekin kabhi kisi bramhan ne dharm nahi badla wo tumlog he thay jo talwar ki nok per dharm badal lete thay aj jitne bhi muslims india me hain wo ya to sc hai ya to st tumlog to aj bhi ek bori chawal k chalte apna dharam badal k christian ban jate ho,1
tum logon ke funda mein jawab dene ke liye aur koi upay nahin hai koi jawab nahin hai koi sawal nahin hai isiliye tum log mare hue ka nam lete ho sirf mare hue mare hue kaun tha kya tha vah bhagwan tha,0
ye news ankar rs ki rakhel hai jo desh me aman chain ko khatam karne ke liye bakwash karahi hai,0
bhai ye janta ke paise ki salary leta h inki salary hindu ke tax se nikalti h muslim to tax hi nahi dete balki vo to gov se ulta lete hab samjho hinduo ke paise se gov muslimo ko pale unke mjar banvaye or hindu bole to usnko ulta mar ke bhagaye vah loktantra jiyo kejrishame on you,1
mere hindu bhai ek hindu political party jald se jald banao our suresh chawhan ji ko bharat desh pm banao mujhe aisha dekh raha hai hundu bachega to desh bachega,0
mukesh kumar dubey haha ab bolny ki bhi kasar rehgi kya in misionariyon ny desh k tukdy krny ka or hindu dharm ko badnam krny k theka ly rakha hai 250 salo sy lagbhag hmare hi logo ko hmare khilaf khada kiye ja rahe hai,1
inon ne tumhari ankh par goli mari ye hai hinduon ka pyar kashmir files kyun dikhatai ho delhi riots files film banao,0
tera diwa gul hota tau kya kahta magar tu tau shayad chirag bujhane walon me tha kash galati se tune apna hi chirag bujha diya hota,0
mcd me jitayajehdi kejriwal ko ab jheloye kejriwal sata ke liye tum logo kofre bijlifre panika jhansadiya h tum hinduo ko fasaya hai,1
ram rahim ke bhaktaon ne haryana main hindustan ko mitane ki bat karte hai o bhi to dekhao,1
kya neta ho film ke bare me bol rahe ho but jo khiladi ladka ladki jantar mantar me chirla rahe hai hume justice chahiye woh kyu dikhai nehi de rahi hai tum out ho jao,0
it itni badi sanstha khud suicide ke case ko chupati haior na koi action le rahi,0
beta wo congres nay kiya tha phir bhi tunay congres ko jitaya punjab mai punjab ke logo nay guru gobind singh ka kitna sath diya thapunjab nay itihas pad laina sirf 40 singh thay onkey sath,0
ek savarn mr jaye to bjp rs or media wale pagal ho jate he lekin dalito pr atyachar kro to insaf milna bhi muskil he,0
aur in bhosdike ko hindu banane ki khujali benchod aur o gandu ram kidhar gaya bhosdika,1
muhamad ayub har trerist factoryo ke malik muslim h ku jago hindu jago 1 ho jao,1
bara or senari kand dekh k a bache gogle kar le kya hua tha kitne bache the aurat the kya the ranver sena ishliye bani hi thi q ki bhumihar apni jamen batana ni chahte as per maoists conditions,0
bhai sab ek jese nhi hote hum to insan ki izat krte he vo chahe kisi bhi biradri ka ho,0
aisa teacher bachon ko kya padayega jiski soch aisi hairteacher ke name pe dhaba hain aise log,0
kis bebkuph ko dikha rahe yah to khud jatibadi hai reservations unki strength ki mutabik de do,1
"sabse jyada intercaste tum hi log krte ho , to tmhare muh se nak katane ki bat achi ni lgti",1
"lower caste ke log jo thakuro ke surname use karte hai , wo ate hai obc me",0
wakil sahab ko kisi ne bataya nahi ki unka kam dhanda wakalatgiri bhi hum logon ke beche se nikle baba saheb ki wajah se chal rha h,0
ye sala chutiya hai ye kya pdata hoga etni narow mind ka hai eski soch or dhikar hai,0
"ek bat to smjh ayi , jo mara wo gareb , jisne mara wo bhi gareb , jisne saha jisne kara , jo lada jo mara wo sab gareb",0
"abe general me kewal sawarn samaj nahi ata hai general category me muslim , christian , jain , sikh , budhism sabhi darm ke log ate hai",0
abe agar ham tokte na toh mughal ke jamane me ek hindu nahi rahta ham hindustani musalman haibekar me mat karo,0
aji lund mera baith ke khata h mai bhi rewa ka hu be jhiriya h rewa se jyda kahi aur jativad nhi h yaha studend ko yaha rom nhi milta rhane ke liye aur ye gyan pel rha h bahan ka lauda,0
aur suno ye desh ab tum jaise dalalon ko pehchan chuka h to ab kitna bhi zor laga lo kuch nhi ukhad paoge,0
kbhi kashmir me jo hindus k sth hua uspe b documentary me bni chahiye thi yeh mulo pe itna pyar kyu,0
dangai ka satyanash hoga unhone begunah logo ki property aur jan ka nuksan kiya hai insaniyat ka katl hua,0
agr aisi hi bat h to us vakil ko bolo ki vakalat na kare qnki vakalat ambedkar ji krte the,0
modi ji shirph ek mauka de do en pakistaniyo se mukable ke liye ham dikhana chahte hai hindustan ki takat shirph ek mauka de do please sir please,0
sanatni baba ke sath h jai bagwasr dham ki jai bala ji maharaj ki jai,0
"haryana walo sarm kro , ye k itni batmiji kar rhe h , ab haryana k jat , ver kha gye , bdi sarm ki bat h yar",0
teri kyun jal rahi hai abhi toh tere parivar ko katenge hum woh din bi dekhna baki hai tera itna jaldi mat gabra beta,0
ye suvar ka bacha mule ki aulad hain ye apana tv chanels chalane ke liye hindu aur muslim ko ladata hain,1
with me islam hmesa peace felata h indonesia malaysia dekh lo waha kon sa yudh hua un sab ne islam ka insaf or ek god ka concept dekha wahi unhe way of peace ka behtren majhab h rh bat muslimo ke kese ke galat carecter se ap islam ko galat nh kh sakte h bhai kehne ko to me apko kaye example de sakta hu,0
unhen apne guru ke shahadat yad hai to 1984 ka danga kyon nahin yad hoga beta unhen batane ki jarurat nahin hai vah sab samajh rahe hain,0
mulantop ka jehadi review khte h ki muslim ko sajis m na dikhao vo hmesa hi sajis krte h to unko kya dikhaye,1
apke acording agr rape k bad folan chupke se ghr chli jati to thek tha usne virodh me gun utha li ye manmarzi or glt ho gya,0
waise wo jumle baj mar gaya h kya jo kahta tha 202 taq sabko paka ghar mil jayega,0
"ghar se mil jatein hai jati k sankar ghar k logo ki jimedari banti hai apne bacho ko baniya , brahman , thakur na banae use phle insan banae",0
kashmir main ponge pandit hai kya ab kashmir muslim to hai ayodhya main bhi hai lekin ponge pandit nikla diye gaye,0
"jbtk jati rhengi tbtk jatigat yojnaye , uspar rajneti aur arakshan jaise smsya ka ant kbi ni hoga aur agar privatisation bi kr dia gya uske bad waha bi reservation chalu ho jayega jati khtm fir caste based reservation khtm , sbki ek general cutof hogi",0
yeh ladka kehta sahi hai hamare purwaj yeh caste de gye lekin ab caste ka tarika badl gya hai ab samne bat nhi krte lekin dost kitna sahi hai yeh caste ko dekh ke decide hota hai,0
lalantop dekhkr aisa lagta h ki koi to hai india me jo real media ko dhikata h,0
ye hindtew chanel hai hindu ka nahi kyuki hindu aur hindutew me farak hai do you know,0
"i am from nit , ye sab galat bat hai , actualy me waha kai bacho ke pointer nahi bante ya placements nahi hote , ya aur koi depresion me hoke wo ese kadam uthate hai har bat me randi rona karna sahi nahi hai",0
reporter sahab reservation ko khatm krne ke topic par to ap chup ho gaintercast mariage ka to bahut suport kr rahe hointercaste mariage bhi hona chaiye lekin jab tak bhangi caste ke boys ki mariage chamar girl se bhi shadi bhi to karo,0
"are apni cast likhne me kaisi sharm h bhai , jab reservation ki bat ati h to chamar bn jate ho aur wese apni cast ka name likhne me bhi sharm ati h , wah",1
jitne bhi rural area hai gaon hai choti jagha hai wahan casteism ful ful hota hai jaise rajashthan haryana up bihar etc,0
or ye loktantra h yaha sabko apni mang rakhne ka hua h to tumhare pichware me q mirchi lag rahi h,0
exception har jagah hai sala bachpan se ajtak yhi dekha hai government hamari mar rhi hai,0
nhi tere jaise gandu log bhare hai jo bina kuch smjhe dusre ko pareshan krte hai,0
insan bne the isliye pakistan mila kashmir mila jihad mila or jo abhi bhi mil ra h love jihad lekin ab jra hindu bhi bn kr dekyange tumhari trh hum nspunsk nhi,1
tum log hi desh ko chala rahe ho kya odisa main dhan ki kheti kitna kiya jata hai tujhe pata hai kya srif 2183 rupay par kuntal hamara dhan bikta hai hum tho sarkar ke khilaf nahi hain tumhare kya fate ja raha hai vote kisi or se mange kisi or se log jagrut ho chuke hain,0
shi khra bhai suny ye chutiya bs bolna jante h is gandu teacher ki trah akal do pese ki nahi hoti inme,0
senari me v ja k reporting kijia or ha ranvir sena rajputo ka sangathan nhi tha,0
ye beta hamari jaban ki bat bol dishabash betamujhe ye samjh me nhi a raha ki picture ko kyo band nhi kar de raheidher sab sanatan darm karte rahte hai par is film ko rok nhi rahe,0
ye ram raj h ram raj ka yehi parivasha hab hindu rastra ban gya h bishwa guru tanatani logo ka yehi hakikat h prachin tanatani dharm ka yehi mahanta h this is reality of hinduism this is beauti of hinduism this is beauti of vaidik tanatani dharm,0
ab sarkar so gai hai yinki uchi jati nahi nahi hai na warna ab tak naye mil gaya hota,1
tu abhi shana ban tera bahut suna maine bahut lapet raha tu maine jo bate kahi uska jawab dene ki himat nahi tereme pole teri khul gayi,0
"ye sab rohingya hai , bengal ko union teritory banake , rohingya par action hona chahiye , na rahe ga bansmamta na bajegi bansuri rohingya ,",1
lalantop murkh chanel hai desh mai 140 crore log hai or yha bhut c bat hoti roj iska matlab yai nhi ki caste khatm ho gai hindu muslim khtm ho gya lekin jeven mai positive batein hi sune dekhe or bole or yai sare do kodi k chanels bs netao k talve chat kr or negativity bdate h desh mai paiso k liye,0
"rphingya k samarthak phle ye pata karo ki rohigya kyu bhagaye gaye the myanmar se , mtlb 40 lakh rohigya ko tm rakh loge bt jo indian h bhatak rahe jagh 2 unke liye tmhare pas jgh ni h im agre with amit shah and modi ji",1
sir iska javab apko sadhguru jyada ache se samjha payenge ek video uploaded hai sadguru ke chanel par ap se bilkul sehmat nhi hu,0
bharat sahab main apke decision se sahmat hun koi bhi kam kanon ke dayre mein rahakar karna achi bat hai kanon ko hath mein lekar kisi ko bewajah taklif dekar pareshan karna achi bat nahin hoti hai,0
se the diference of south india and north india kiran kam khalistani suporter jyada lagraha he,1
bhai me ek social services hu apni akho se ese privar bahot se dekhe he mene jo hindu garib hote or unhe paise dekar unka dharm privartn krwa diya jata hai so ye rong nhi h,0
ap ias ho to sarkar ke tharu suraxa dilvaye anathaya 9 es bashe ko khatra hain jihadiyo se kiu ki koi bhi sarkar ne ese hatyaron ko aj tak bish soraye pe fasi nahi di or na deti hain deti ko ye sab jiyadi kand karne ke pehle hi koma me jate,0
zabardasti hai yarmodi ke bare mein bol diya toh isme itna iritate hone wali kya bat hai are yeh uska view hai isme itna iritation kyunwoh kheti kre nhi kre zabardasti hai kya bhai akhir bengal ko lekar kuch hindhi bhashi logon ko kya pareshani haibjp nhi a pa rhi hai isiliye itni iritation ho rhi hai kya,0
isko bolte and bhakt kuch means bane na bane whatsap university se inki msg agaya inka aqal to khatam hogaya ary a koi word banta h ke nehi check kiya capital c,0
"ab kaha gaye wo log jo kahte h ki reservation samapt kar dena chahiye hamre yaha sc , st ko koi rent par rom hi nahi deta",0
to tm chahte ho ki tmhare father modi k rah pr chale hote aur shadi kr k chor dete to jyada beter hota kya,0
budhi me sab mukabla kar lete hai lekin dhurtata aur dhokha dene me brahamno ka koi mukabla nahi in haramkhoro ki rago me hi ganda khon bah raha hai ye matherchod kabhi nahi sudhar sakate,1
muslim sikh isai me jatiwad isly dekhne milta kyu ki vo yhi k logo se bne hai jabki kuran bible guru granth etc m jati nhi hai jaose inke dhrmik kitabo me hai,1
agar ap galat ko galat aur sahi ko sahi kahne wale h to apne jo last line inki galat h usko galat bataya parntu kabhi galti se deva thakur ko bhi dikha do jo kahati h ki gujrat dohrana hoga shanti kayam kare desh me badkaye nahi logo ko bharmit na kare,0
